Cluster ID,confidence_score,price,style,link,name
1853,,22.1,Strong Ale,http://www.emporioveredas.com.br/cerveja-abaye-des-rocs-la-nounnette-330-ml.html,Cerveja Abbaye Des Rocs La Nounnette 330 Ml
1854,,20.99,Weiss ,http://www.emporioveredas.com.br/cerveja-horny-goat-laka-laka-hefeweizen-abacaxi-355ml.html,Cerveja Horny Goat Laka Laka Hefeweizen - Abacaxi - 355ml
1855,,20.99,Fruit Beer,http://www.emporioveredas.com.br/cerveja-horny-goat-watermelon-wheat-355ml.html,Cerveja Horny Goat Watermelon Wheat - 355ml
1856,,65.9,,http://www.clubedomalte.com.br/produto/Nogne-Half-a-World-Away-63906,Nogne Half a World Away
1857,,106.8,Outros,http://www.emporioveredas.com.br/cerveja-brew-dog-mix-tape-8-330-ml.html,Cerveja Brewdog Mix Tape 8 330 Ml
1858,,169.99,,http://www.emporioveredas.com.br/cerveja-deus-750ml.html,Cerveja Deus 750 Ml
1859,,72.99,,http://www.emporioveredas.com.br/novo-kit-degustac-o-paulistania-cubo-edic-o-especial.html,Kit Degustação Paulistania Cubo  
1860,,24.99,Pilsner,http://www.emporioveredas.com.br/cerveja-grolsch-swingtop-pilsner-tampa-de-porcelana-450ml.html,Cerveja Grolsch Premium 450ml 
1861,,51.99,,http://www.emporioveredas.com.br/cerveja-urthel-hop-it-750ml.html,Cerveja Urthel Hop-it 750ml
1862,,16.99,Pilsner,http://www.emporioveredas.com.br/cerveja-lobkovicz-premium-pilsner-500ml.html,Cerveja Lobkowicz Premium 500ml  
1863,,13.99,,http://www.emporioveredas.com.br/cerveja-duff-355ml.html,Cerveja Duff Beer 330ml  
1864,,23.99,Pilsner,http://www.emporioveredas.com.br/cerveja-pilsner-urquell-500ml.html,Cerveja Urquell Pilsen 500 Ml
